dps,mean,population,country,pop_n,species,year
70,0.017256293749898538,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
75,0.01724530872555673,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
75,0.017273064050758808,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
75,0.017225014509279945,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
75,0.01716920541451878,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
75,0.017315443149454452,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
80,0.017288101242130424,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
80,0.017265384407446488,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
80,0.01726213914534878,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
80,0.017277185360529055,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
80,0.017250928239920346,ANG_1_coluzzii_2009,ANG,1,coluzzii,2009
10,0.02556886227094225,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
10,0.025568392488255882,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
10,0.02569523381357519,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
10,0.025426518116972788,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
10,0.02550919986977353,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
15,0.027503665278971308,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
15,0.027601267615374903,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
15,0.027462016006109428,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
15,0.027484313091580947,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
15,0.027810355379136054,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
20,0.028961738219722918,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
20,0.029221521649650625,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
20,0.029357486732885782,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
20,0.02912278043646543,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
20,0.028942538539381363,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
25,0.03058392199491337,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
25,0.030713409249055718,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
25,0.030442899956637657,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
25,0.030554526899863817,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
25,0.030584294084724132,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
30,0.031430108563615874,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
30,0.03187651124724835,BUF_1_coluzzii_2012,BUF,1,coluzzii,2012
