derived_sample_id	seq_tech	ebi_sample_acc
AD0726-C	HiSeq	ERS177567
AD0727-C	HiSeq	ERS177487
AD0728-C	HiSeq	ERS177581
AD0729-C	HiSeq	ERS177497
AD0730-C	HiSeq	ERS177460
AD0731-C	HiSeq	ERS177560
AD0732-C	HiSeq	ERS177474
AD0733-C	HiSeq	ERS177572
AD0734-C	HiSeq	ERS177491
AD0735-C	HiSeq	ERS177586
AD0736-C	HiSeq	ERS177504
AD0737-C	HiSeq	ERS177599
