description,chrom,cross_id,fdr,fpr,frac_accessible,tnr,tpr,youden
phase3,2R,45-1,0.0006504214590741194,0.06659838439827409,0.7390312016707518,0.933401615601726,0.8244817758471281,0.7578833914488541
phase3,2R,46-9,0.001147119782113138,0.08636109463117912,0.7390312016707518,0.9136389053688209,0.8281756995712364,0.7418146049400574
phase3,2R,47-6,0.0010874093437043641,0.10356548578720029,0.7390312016707518,0.8964345142127997,0.8243644267621619,0.7207989409749618
phase3,2R,73-2,0.0004413646487472815,0.04311700820939707,0.7390312016707518,0.956882991790603,0.8263494739696435,0.7832324657602465
phase3,2R,78-2,0.00040264425836821025,0.04687989759015517,0.7390312016707518,0.9531201024098448,0.8232719001166909,0.7763920025265358
phase3,2R,80-2,0.0012968882035089726,0.12774661915998745,0.7390312016707518,0.8722533808400126,0.8248140723079059,0.6970674531479184
phase3,2R,B5,0.0005241016721484558,0.06480274020137346,0.7390312016707518,0.9351972597986266,0.8231150963675757,0.7583123561662024
phase3,2R,K2,0.00042356897042330105,0.049793988014331735,0.7390312016707518,0.9502060119856682,0.8185025821271051,0.7687085941127734
phase3,2R,K4,0.0003134581612092652,0.042420029945711916,0.7390312016707518,0.9575799700542881,0.8220584195146943,0.7796383895689822
phase3,2R,K6,0.00029628677066220705,0.03947562765825971,0.7390312016707518,0.9605243723417403,0.8221195319927304,0.7826439043344706
phase3,3L,18-5,0.003282406773522953,0.1865389563632084,0.7043408127679366,0.8134610436367916,0.8100356988528736,0.6234967424896651
phase3,3L,29-2,0.004467068648310625,0.22924774424169045,0.7043408127679366,0.7707522557583095,0.809848545797527,0.5806008015558364
phase3,3L,36-9,0.0008002513213763692,0.05386565421938192,0.7043408127679366,0.9461343457806181,0.7992415963898022,0.7453759421704202
phase3,3L,37-3,0.0010168800548051907,0.06892802370246569,0.7043408127679366,0.9310719762975344,0.7950613164047348,0.726133292702269
phase3,3L,42-4,0.0003583317237289368,0.036587022420498744,0.7043408127679366,0.9634129775795013,0.7932085506233394,0.7566215282028406
phase3,3L,45-1,0.0006456497499727825,0.05338857821690378,0.7043408127679366,0.9466114217830962,0.7988973694841653,0.7455087912672616
phase3,3L,46-9,0.0012525795981523295,0.07489258242334053,0.7043408127679366,0.9251074175766595,0.8050709271181736,0.7301783446948331
phase3,3L,47-6,0.0008058435816338432,0.065111302339274,0.7043408127679366,0.934888697660726,0.8007996203915975,0.7356883180523235
phase3,3L,73-2,0.000491748145916462,0.04171954550453098,0.7043408127679366,0.9582804544954691,0.8019012586879237,0.7601817131833928
phase3,3L,78-2,0.0004081037596361726,0.039981459864039004,0.7043408127679366,0.960018540135961,0.7967227645342907,0.7567413046702516
phase3,3L,80-2,0.0011040199729669942,0.09132398920895622,0.7043408127679366,0.9086760107910438,0.7989442529906121,0.707620263781656
phase3,3L,B5,0.0006598646648377083,0.061119027756588576,0.7043408127679366,0.9388809722434114,0.7970958303638176,0.7359768026072291
phase3,3L,K2,0.000619133014748534,0.051996244993569994,0.7043408127679366,0.94800375500643,0.7965872458842521,0.744591000890682
phase3,3L,K4,0.00038440578122201746,0.04017553234318842,0.7043408127679366,0.9598244676568116,0.7918570846013221,0.7516815522581337
phase3,3L,K6,0.00035736648006062414,0.03707174614244617,0.7043408127679366,0.9629282538575539,0.7924361925462005,0.7553644464037543
phase3,3R,18-5,0.003349625987104719,0.18476176812984657,0.7122697015051803,0.8152382318701534,0.814926749325494,0.6301649811956476
phase3,3R,29-2,0.00454136807676291,0.21762363502900461,0.7122697015051803,0.7823763649709954,0.8163941996993189,0.5987705646703143
phase3,3R,36-9,0.0008455779275368833,0.055339104316903504,0.7122697015051803,0.9446608956830965,0.8072013606445428,0.7518622563276394
phase3,3R,37-3,0.0010483960999719158,0.07125740139739853,0.7122697015051803,0.9287425986026014,0.799073388447319,0.7278159870499206
phase3,3R,42-4,0.0003678396541366429,0.035505429152238074,0.7122697015051803,0.9644945708477619,0.7995658229563538,0.7640603938041157
phase3,3R,45-1,0.0006918654970621012,0.05520465917480108,0.7122697015051803,0.9447953408251989,0.8045728992126031,0.7493682400378021
phase3,3R,46-9,0.0012601215932347744,0.07440674065360814,0.7122697015051803,0.9255932593463918,0.8107221030362823,0.7363153623826741
phase3,3R,47-6,0.0009469825550834092,0.07139186714681305,0.7122697015051803,0.928608132853187,0.805285633708165,0.7338937665613519
phase3,3R,73-2,0.0005180455087338833,0.04068861245482228,0.7122697015051803,0.9593113875451778,0.8061865765955316,0.7654979641407094
phase3,3R,78-2,0.0004655770729781988,0.04207431377197506,0.7122697015051803,0.957925686228025,0.8031252963499594,0.7610509825779843
phase3,3R,80-2,0.001210871228502046,0.09055861876463901,0.7122697015051803,0.909441381235361,0.8048190914220374,0.7142604726573984
phase3,3R,B5,0.0006797642957077501,0.0556234502302515,0.7122697015051803,0.9443765497697485,0.8051339627002096,0.7495105124699581
phase3,3R,K2,0.0006384331452310856,0.04806517560435264,0.7122697015051803,0.9519348243956474,0.8026639255544651,0.7545987499501123
phase3,3R,K4,0.00046207789183228985,0.039538413835552406,0.7122697015051803,0.9604615861644475,0.8028288774478916,0.7632904636123392
phase3,3R,K6,0.0004339937130816637,0.037637561099175335,0.7122697015051803,0.9623624389008246,0.8033452410580667,0.7657076799588913
phase3,X,18-5,0.011833049153366951,0.39438878749609874,0.6997034339748361,0.6056112125039013,0.8042579222484147,0.409869134752316
phase3,X,29-2,0.006164734868709822,0.30324227616549726,0.6997034339748361,0.6967577238345027,0.7914062094401688,0.48816393327467145
phase3,X,36-9,0.01364832786810792,0.3795276758879369,0.6997034339748361,0.6204723241120631,0.8116392081549774,0.4321115322670406
phase3,X,37-3,0.01725766875963423,0.43791749416777737,0.6997034339748361,0.5620825058322226,0.800405023113119,0.36248752894534153
phase3,X,42-4,0.009056300221062555,0.32993730054777626,0.6997034339748361,0.6700626994522237,0.7924337016866612,0.462496401138885
phase3,X,45-1,0.014629620870735102,0.4217667431343925,0.6997034339748361,0.5782332568656074,0.7975834705893187,0.375816727454926
phase3,X,46-9,0.011284436948145234,0.3697569822564256,0.6997034339748361,0.6302430177435744,0.8002537338596406,0.430496751603215
phase3,X,47-6,0.013892830762990903,0.3849355678936185,0.6997034339748361,0.6150644321063815,0.7953160595358468,0.41038049164222823
phase3,X,73-2,0.010287480956897648,0.3505923863442354,0.6997034339748361,0.6494076136557646,0.7717606009202047,0.4211682145759692
phase3,X,78-2,0.008244685741350389,0.3465600506279211,0.6997034339748361,0.6534399493720788,0.7877865768908151,0.44122652626289405
phase3,X,80-2,0.016041257684115805,0.3895150803399882,0.6997034339748361,0.6104849196600117,0.8110821026725611,0.4215670223325727
phase3,X,B5,0.019758633542445895,0.4749814258967577,0.6997034339748361,0.5250185741032423,0.8044614630012356,0.32948003710447793
phase3,X,K2,0.01483558662039486,0.4204012121953137,0.6997034339748361,0.5795987878046863,0.8032066206907642,0.38280540849545064
phase3,X,K4,0.008846756665589912,0.3301889612076596,0.6997034339748361,0.6698110387923404,0.7997560325577544,0.4695670713500948
phase3,X,K6,0.008036445520679556,0.31762881301873974,0.6997034339748361,0.6823711869812603,0.7981612401108924,0.4805324270921527
r100,2L,18-5,0.012541601036198557,1.0,1.0,0.0,1.0,0.0
r100,2L,29-2,0.017610406694426678,1.0,1.0,0.0,1.0,0.0
r100,2L,36-9,0.011033760590365111,1.0,1.0,0.0,1.0,0.0
r100,2L,37-3,0.012367415009337973,1.0,1.0,0.0,1.0,0.0
r100,2L,42-4,0.00644027524318722,1.0,1.0,0.0,1.0,0.0
r100,2L,45-1,0.010196704437717901,1.0,1.0,0.0,1.0,0.0
r100,2L,46-9,0.012304443765659603,1.0,1.0,0.0,1.0,0.0
r100,2L,47-6,0.010105500124137766,1.0,1.0,0.0,1.0,0.0
r100,2L,73-2,0.010363703535479038,1.0,1.0,0.0,1.0,0.0
r100,2L,78-2,0.008934079757784394,1.0,1.0,0.0,1.0,0.0
r100,2L,80-2,0.010731848471292734,1.0,1.0,0.0,1.0,0.0
r100,2L,B5,0.007307130512698498,1.0,1.0,0.0,1.0,0.0
r100,2L,K2,0.008749689939654753,1.0,1.0,0.0,1.0,0.0
r100,2L,K4,0.006886486723665296,1.0,1.0,0.0,1.0,0.0
r100,2L,K6,0.0074743396778228785,1.0,1.0,0.0,1.0,0.0
r100,2R,18-5,0.012780686568690164,1.0,1.0,0.0,1.0,0.0
r100,2R,29-2,0.01373094065571504,1.0,1.0,0.0,1.0,0.0
r100,2R,36-9,0.010208696164123586,1.0,1.0,0.0,1.0,0.0
r100,2R,37-3,0.009297907493489785,1.0,1.0,0.0,1.0,0.0
r100,2R,42-4,0.006188090778315396,1.0,1.0,0.0,1.0,0.0
r100,2R,45-1,0.007992994854271787,1.0,1.0,0.0,1.0,0.0
r100,2R,46-9,0.01089318258499205,1.0,1.0,0.0,1.0,0.0
r100,2R,47-6,0.008590586350642825,1.0,1.0,0.0,1.0,0.0
r100,2R,73-2,0.00839159672387134,1.0,1.0,0.0,1.0,0.0
r100,2R,78-2,0.007024117219358301,1.0,1.0,0.0,1.0,0.0
r100,2R,80-2,0.00831470142275682,1.0,1.0,0.0,1.0,0.0
r100,2R,B5,0.006616485489089657,1.0,1.0,0.0,1.0,0.0
r100,2R,K2,0.006917301240355726,1.0,1.0,0.0,1.0,0.0
r100,2R,K4,0.006039715459795256,1.0,1.0,0.0,1.0,0.0
r100,2R,K6,0.006134434328468245,1.0,1.0,0.0,1.0,0.0
r100,3L,18-5,0.014098996444534136,1.0,1.0,0.0,1.0,0.0
r100,3L,29-2,0.015603986924593072,1.0,1.0,0.0,1.0,0.0
r100,3L,36-9,0.011743830054700317,1.0,1.0,0.0,1.0,0.0
r100,3L,37-3,0.011605046774546822,1.0,1.0,0.0,1.0,0.0
r100,3L,42-4,0.0077115057085386934,1.0,1.0,0.0,1.0,0.0
r100,3L,45-1,0.009575063917914295,1.0,1.0,0.0,1.0,0.0
r100,3L,46-9,0.013302371882247007,1.0,1.0,0.0,1.0,0.0
r100,3L,47-6,0.009821589871389529,1.0,1.0,0.0,1.0,0.0
r100,3L,73-2,0.009368067192168959,1.0,1.0,0.0,1.0,0.0
r100,3L,78-2,0.008070072590477508,1.0,1.0,0.0,1.0,0.0
r100,3L,80-2,0.009576552228077904,1.0,1.0,0.0,1.0,0.0
r100,3L,B5,0.008537913581474203,1.0,1.0,0.0,1.0,0.0
r100,3L,K2,0.009401817707444223,1.0,1.0,0.0,1.0,0.0
r100,3L,K4,0.007522509076398127,1.0,1.0,0.0,1.0,0.0
r100,3L,K6,0.0075837528348444054,1.0,1.0,0.0,1.0,0.0
r100,3R,18-5,0.01460727808347056,1.0,1.0,0.0,1.0,0.0
r100,3R,29-2,0.016826260425622706,1.0,1.0,0.0,1.0,0.0
r100,3R,36-9,0.012193896042255115,1.0,1.0,0.0,1.0,0.0
r100,3R,37-3,0.011632050766030591,1.0,1.0,0.0,1.0,0.0
r100,3R,42-4,0.00821852299195766,1.0,1.0,0.0,1.0,0.0
r100,3R,45-1,0.009989681424910883,1.0,1.0,0.0,1.0,0.0
r100,3R,46-9,0.013560948051787331,1.0,1.0,0.0,1.0,0.0
r100,3R,47-6,0.010578786957162412,1.0,1.0,0.0,1.0,0.0
r100,3R,73-2,0.010165256270583642,1.0,1.0,0.0,1.0,0.0
r100,3R,78-2,0.008812837509586207,1.0,1.0,0.0,1.0,0.0
r100,3R,80-2,0.010659538545760966,1.0,1.0,0.0,1.0,0.0
r100,3R,B5,0.009750091730904202,1.0,1.0,0.0,1.0,0.0
r100,3R,K2,0.01055570736172163,1.0,1.0,0.0,1.0,0.0
r100,3R,K4,0.00929955177469642,1.0,1.0,0.0,1.0,0.0
r100,3R,K6,0.009182195057961697,1.0,1.0,0.0,1.0,0.0
r100,X,18-5,0.02383742207782098,1.0,1.0,0.0,1.0,0.0
r100,X,29-2,0.015930719127100243,1.0,1.0,0.0,1.0,0.0
r100,X,36-9,0.02874102639424737,1.0,1.0,0.0,1.0,0.0
r100,X,37-3,0.03109851126541662,1.0,1.0,0.0,1.0,0.0
r100,X,42-4,0.021478489124588017,1.0,1.0,0.0,1.0,0.0
r100,X,45-1,0.027309396431871278,1.0,1.0,0.0,1.0,0.0
r100,X,46-9,0.024105856189278286,1.0,1.0,0.0,1.0,0.0
r100,X,47-6,0.028285067296270665,1.0,1.0,0.0,1.0,0.0
r100,X,73-2,0.022369427940838797,1.0,1.0,0.0,1.0,0.0
r100,X,78-2,0.01854681068820589,1.0,1.0,0.0,1.0,0.0
r100,X,80-2,0.03283248611278746,1.0,1.0,0.0,1.0,0.0
r100,X,B5,0.033012128368900745,1.0,1.0,0.0,1.0,0.0
r100,X,K2,0.02796665289945531,1.0,1.0,0.0,1.0,0.0
r100,X,K4,0.021161635659372964,1.0,1.0,0.0,1.0,0.0
r100,X,K6,0.01995199737840729,1.0,1.0,0.0,1.0,0.0
