path	sample	reads	bases
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/e/2/8/1215494/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0257-C	55250648	7485959088
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/c/c/4/1215970/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0445-CW	133504918	12398508800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/5/1/2/1216085/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0285-C	10649830	1418771840
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/0/8/0/1216184/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0471-CW	112499356	10224259000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/2/2/8/1217087/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0221-C	70845535	9927747472
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/e/3/a/1216387/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BK0038-C	68142939	9574147450
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/8/1/d/1215801/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0154-CW	102187642	14005182654
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/7/f/6/1216027/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0174-C	89128188	8569496400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/b/9/d/1217232/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0034-C	92119917	8844440600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/2/b/7/1217068/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0058-C	101360514	9718540200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/9/0/4/1217376/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0088-C	124459852	11209046000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/d/a/0/1214954/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0205-C	25053753	3331162680
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/8/a/8/1216060/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0274-C	92895848	8929936000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/e/0/3/1217336/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0240-CW	93477685	13224947534
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/1/d/6/1216026/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0163-C	107042289	10269533200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/2/3/1/1216345/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0072-C	86559143	8324388200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/b/3/d/1216171/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0234-C	103867858	9965375200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/b/4/5/1217146/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0473-C	68432020	9651026080
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/2/d/8/1216046/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0237-C	69740740	9763345618
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/9/4/f/1216583/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0009-C	99650779	9320603800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/3/7/8/1215874/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0041-Cx	92806987	8668478000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/4/6/1/1216201/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0235-C	73533975	10317058692
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/5/1/e/1216872/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0163-CW	87941650	11886262168
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/8/2/1/1216867/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0065-C	127564371	12225557200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/4/d/4/1215266/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0151-C	91556844	8819921000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/c/f/5/1215365/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0037-C	181156454	17364743200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/f/0/0/1216331/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0160-C	120741701	10320684600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/5/2/7/1217155/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0291-C	107142219	10291253400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/c/5/2/1216557/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0297-C	67502388	9117678980
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/5/6/7/1216401/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0241-C	72409912	9746686090
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/1/3/f/1217194/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0319-C	74642273	10096936932
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/3/5/4/1215121/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0229-C	100305422	9659189400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/1/1/9/1217378/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0082-C	279771883	27060901200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/a/1/0/1215669/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0001-C	117736448	11369256800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/f/e/9/1215701/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0057-C	106588744	10016899200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/1/6/9/1215196/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0028-Cx	112037441	10765124800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/2/4/e/1215167/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0195-C	43549362	4185648200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/0/6/0/1216315/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0027-C	62461404	6125238000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/7/f/8/1217018/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0201-Cx	90192642	8593689400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/f/e/7/1216543/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0076-C	62756096	8476232490
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/1/d/4/1215426/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0363-C	77620695	10987388764
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/0/f/e/1215660/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BK0063-C	78865309	11053609512
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/d/e/c/1217024/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0468-CW	117326253	10371861000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/a/1/6/1215511/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0233-C	99564633	9604650800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/7/0/d/1216983/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0071-C	66728644	9059655720
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/3/4/a/1215431/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0289-C	98274460	9472940600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/a/b/6/1215835/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0072-C	73188888	9859174446
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/5/4/1/1214955/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0295-C	69405428	9772174588
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/8/f/8/1215086/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0063-C	75782016	7329805400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/d/6/4/1216132/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0325-C	72013339	9789081152
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/4/d/5/1217385/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0098-CW	145287773	14952256768
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/8/a/5/1215414/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0405-CW	119531177	11153616000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/b/0/6/1216159/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0242-C	66217312	9243329402
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/7/4/6/1215947/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0389-C	72921634	10303690360
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/d/2/2/1216410/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0111-C	96487423	9257757400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/e/3/6/1217394/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0194-C	104462819	9042971000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/c/f/d/1216963/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0314-C	99426426	9548966400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/3/c/8/1215447/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0106-C	117656937	11283698000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/e/b/f/1215847/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0230-C	106232089	10204732400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/a/b/5/1216831/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0119-C	99982311	9595025800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/6/f/2/1217134/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BK0059-C	71531531	10057531368
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/0/b/8/1215595/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0275-C	72512484	10133007208
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/0/a/0/1216799/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0238-C	70911788	9589638238
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/b/d/c/1216086/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0008-C	83185261	7903484400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/8/f/5/1215937/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0377-C	74450406	10471820102
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/d/9/c/1216592/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0111-C	98130393	9393917200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/8/8/1/1217008/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0130-CW	96347970	13129857700
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/0/d/9/1214926/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0198-C	116169023	11081556200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/5/1/2/1215448/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0161-C	121028489	11353009800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/f/d/7/1216113/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0022-Cx	106689299	10224190000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/9/2/6/1216432/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0049-Cx	107086100	10034447000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/b/3/9/1216892/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0150-C	108431261	10450698200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/b/c/1/1217270/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0314-Cx	109334295	10450036000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/5/b/6/1216261/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0366-C	72998493	10337388124
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/b/9/f/1216548/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0165-C	82334044	11142092794
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/f/0/f/1215758/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0058-C	97964046	9327244200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/9/d/a/1215375/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0114-C	68454860	6486319200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/b/2/3/1215547/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0201-C	104955149	10059419000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/7/b/8/1216622/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0417-CW	116594145	10785436800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/e/3/7/1216920/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0429-CW	115533070	10664714400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/1/2/8/1215810/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0223-C	71532264	10026237826
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/8/5/f/1217192/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0048-C	66174206	8944946154
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/5/c/4/1216688/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0114-C	68375489	9546285534
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/c/f/b/1215013/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0109-Cx	39074758	3745200800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/e/1/f/1216873/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0210-CW	86735214	11631591306
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/b/c/5/1217404/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0134-C	118002391	10464506000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/8/e/9/1215285/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0175-C	115304502	10933727200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/c/a/7/1217293/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0194-C	82910416	11083974404
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/b/7/5/1216830/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0072-C	64121101	6143339200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/5/2/0/1216523/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0038-C	102723670	9908909200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/8/5/2/1216529/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0098-C	96341564	9295104000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/e/5/e/1216064/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0410-CW	133935725	12118154400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/7/5/a/1216203/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0019-C	98983446	9384795000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/b/7/0/1216036/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0091-C	90104283	8648160800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/5/c/9/1216813/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0031-Cx	112162115	10499049400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/b/b/9/1215749/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0058-C	67911057	9431064682
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/a/7/7/1215439/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0086-C	105708066	9959496800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/a/f/1/1216424/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0410-C	81425026	11408610512
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/0/7/6/1215373/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0308-C	95610285	9201213800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/e/1/4/1216420/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0277-C	262139549	25141733600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/3/2/2/1217177/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0164-C	81821711	7867843600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/7/a/f/1217242/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0090-C	109216543	10501225400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/5/5/9/1216125/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0138-C	74879526	10435262398
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/1/7/3/1216585/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0041-C	104725493	9858163000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/1/6/6/1215524/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0037-C	87354647	8371315600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/1/6/8/1216938/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0120-C	97675399	9332979800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/0/c/8/1217384/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0148-CW	132986344	10795274182
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/5/0/7/1217186/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0229-C	66282340	9300277240
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/4/f/2/1216558/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0329-CW	95804701	13021342154
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/f/0/f/1216946/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0015-C	113119755	10855270800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/7/a/6/1216039/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0111-Cx	103115191	9821564200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/9/5/5/1215923/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0039-C	110111259	10545730000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/6/9/d/1215397/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0505-C	71945208	10109881860
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/7/9/b/1215899/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0057-C	116168765	10863167000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/e/a/6/1216932/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0596-CW	61863354	6931467760
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/3/0/5/1215601/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0022-C	106030464	10175335800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/c/b/4/1217291/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0050-C	96178960	9217363800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/6/b/5/1216135/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0371-C	72614807	10250285586
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/d/2/1/1215988/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0194-C	92975879	8888402200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/a/6/5/1216504/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0104-C	124426093	11749508800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/b/1/e/1215748/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0047-C	69537080	6666613800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/c/e/a/1216110/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0097-C	102458724	9894201600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/2/6/9/1215144/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0334-C	69554868	9845841750
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/8/5/9/1216405/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0303-C	72363177	9788092102
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/b/a/8/1217159/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0117-C	81718710	7868284000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/7/e/0/1217084/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0103-C	112862574	10700224600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/7/6/6/1215355/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0455-CW	122069688	11470395200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/0/4/9/1215942/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0149-C	78103311	7443653800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/b/1/a/1216913/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0144-C	104089931	9969576600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/a/e/3/1216495/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0211-C	80151312	11149863858
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/c/f/e/1217387/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AK0138-C	120303580	10183497000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/0/1/3/1216001/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AS0008-C	118387555	11356251600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/9/a/2/1215432/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0025-C	66231535	6379618400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/6/3/7/1215778/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0187-C	87848343	11891674914
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/4/d/4/1215823/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0064-C	82106461	7899692800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/6/6/e/1217292/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0200-C	105393042	10063251600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/7/0/5/1216624/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0440-CW	141279088	13070225600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/d/d/9/1215499/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0143-C	110403436	10575894800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/e/7/1/1217281/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0038-Cx	105753226	10197125800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/9/f/3/1215318/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0049-C	102268727	9634643400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/2/4/3/1214935/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0271-C	64358035	8997822428
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/3/a/b/1216967/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AR0027-Cx	92996750	8963125200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/7/e/5/1216716/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0369-C	69805287	9897442980
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/8/f/b/1216924/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AG0477-CW	117950685	10729399000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/a/c/f/1216121/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BL0061-C	73235602	9916985702
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/9/a/d/1215842/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0462-C	76796542	10788595150
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/3/5/c/1216358/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0218-C	93167159	8877132800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/d/6/a/1216930/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AJ0093-C	105805589	10119789000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/4/6/d/1217015/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AC0058-C	108948090	10206615600
