description,chrom,cross_id,tpr,fpr,fdr,tnr,youden
r100,2R,45-1,1.0,1.0,0.007951419675512644,0.0,0.0
r100,2R,46-9,1.0,1.0,0.0108087777590117,0.0,0.0
r100,2R,47-6,1.0,1.0,0.008524230235774382,0.0,0.0
r100,2R,73-2,1.0,1.0,0.008349979696329224,0.0,0.0
r100,2R,78-2,1.0,1.0,0.0069698849109618806,0.0,0.0
r100,2R,80-2,1.0,1.0,0.008251032357173609,0.0,0.0
r100,2R,B5,1.0,1.0,0.006588541485218514,0.0,0.0
r100,2R,K2,1.0,1.0,0.006864410319085456,0.0,0.0
r100,2R,K4,1.0,1.0,0.005993329939593806,0.0,0.0
r100,2R,K6,1.0,1.0,0.006102358113617924,0.0,0.0
r100,3L,18-5,1.0,1.0,0.013961227304030497,0.0,0.0
r100,3L,29-2,1.0,1.0,0.015449571316422253,0.0,0.0
r100,3L,36-9,1.0,1.0,0.01163004598989184,0.0,0.0
r100,3L,37-3,1.0,1.0,0.011539815870846704,0.0,0.0
r100,3L,42-4,1.0,1.0,0.007636893386801082,0.0,0.0
r100,3L,45-1,1.0,1.0,0.009512247852445602,0.0,0.0
r100,3L,46-9,1.0,1.0,0.013169936608353007,0.0,0.0
r100,3L,47-6,1.0,1.0,0.009726537905897809,0.0,0.0
r100,3L,73-2,1.0,1.0,0.009306510342137489,0.0,0.0
r100,3L,78-2,1.0,1.0,0.007993150329412772,0.0,0.0
r100,3L,80-2,1.0,1.0,0.009484130780273926,0.0,0.0
r100,3L,B5,1.0,1.0,0.008488791541920592,0.0,0.0
r100,3L,K2,1.0,1.0,0.009309050618397322,0.0,0.0
r100,3L,K4,1.0,1.0,0.007447157172647851,0.0,0.0
r100,3L,K6,1.0,1.0,0.0075321714241568475,0.0,0.0
r100,3R,18-5,1.0,1.0,0.014500677896848243,0.0,0.0
r100,3R,29-2,1.0,1.0,0.016704057419873262,0.0,0.0
r100,3R,36-9,1.0,1.0,0.012108091567900468,0.0,0.0
r100,3R,37-3,1.0,1.0,0.011582038894769093,0.0,0.0
r100,3R,42-4,1.0,1.0,0.008158768194178228,0.0,0.0
r100,3R,45-1,1.0,1.0,0.009936402156702578,0.0,0.0
r100,3R,46-9,1.0,1.0,0.013462574242759486,0.0,0.0
r100,3R,47-6,1.0,1.0,0.010501882868849453,0.0,0.0
r100,3R,73-2,1.0,1.0,0.010114042828579507,0.0,0.0
r100,3R,78-2,1.0,1.0,0.008749735730970829,0.0,0.0
r100,3R,80-2,1.0,1.0,0.010583756502381967,0.0,0.0
r100,3R,B5,1.0,1.0,0.009707104132686257,0.0,0.0
r100,3R,K2,1.0,1.0,0.010477868235991398,0.0,0.0
r100,3R,K4,1.0,1.0,0.009231501838492303,0.0,0.0
r100,3R,K6,1.0,1.0,0.00913277238912453,0.0,0.0
